"genre","year","month","count"
"Independent Movies","2012","12","199"
"Independent Movies","2013","1","200"
"Independent Movies","2013","2","166"
"Independent Movies","2013","3","205"
"Independent Movies","2013","4","198"
"Independent Movies","2013","5","195"
"Independent Movies","2013","6","183"
"Independent Movies","2013","7","218"
"Independent Movies","2013","8","184"
"Independent Movies","2013","9","214"
"Independent Movies","2013","10","204"
"Independent Movies","2013","11","211"
"Independent Movies","2013","12","215"
"Independent Movies","2014","1","191"
"Independent Movies","2014","2","166"
"Independent Movies","2014","3","195"
"Independent Movies","2014","4","225"
"Independent Movies","2014","5","229"
"Independent Movies","2014","6","186"
"Independent Movies","2014","7","202"
"Independent Movies","2014","8","205"
"Independent Movies","2014","9","205"
"Independent Movies","2014","10","213"
"Independent Movies","2014","11","209"
"Independent Movies","2014","12","185"
"Independent Movies","2015","1","191"
"Independent Movies","2015","2","206"
"Independent Movies","2015","3","205"
"Independent Movies","2015","4","199"
"Independent Movies","2015","5","204"
"Independent Movies","2015","6","227"
"Independent Movies","2015","7","215"
"Independent Movies","2015","8","218"
"Independent Movies","2015","9","233"
"Independent Movies","2015","10","235"
"Independent Movies","2015","11","241"
"Independent Movies","2015","12","255"
"Independent Movies","2016","1","246"
"Independent Movies","2016","2","231"
"Independent Movies","2016","3","239"
"Independent Movies","2016","4","222"
"Independent Movies","2016","5","222"
"Independent Movies","2016","6","228"
"Independent Movies","2016","7","248"
"Independent Movies","2016","8","213"
"Independent Movies","2016","9","230"
"Independent Movies","2016","10","252"
"Independent Movies","2016","11","220"
"Independent Movies","2016","12","266"
"Independent Movies","2017","1","294"
"Independent Movies","2017","2","229"
"Independent Movies","2017","3","254"
"Independent Movies","2017","4","259"
"Independent Movies","2017","5","235"
"Independent Movies","2017","6","237"
"Independent Movies","2017","7","270"
"Independent Movies","2017","8","256"
"Independent Movies","2017","9","277"
"Independent Movies","2017","10","235"
"Independent Movies","2017","11","248"
"Independent Movies","2017","12","255"
"Independent Movies","2018","1","275"
"Independent Movies","2018","2","236"
"Independent Movies","2018","3","261"
"Independent Movies","2018","4","243"
"Independent Movies","2018","5","279"
"Independent Movies","2018","6","283"
"Independent Movies","2018","7","285"
"Independent Movies","2018","8","240"
"Independent Movies","2018","9","219"
"Independent Movies","2018","10","259"
"Independent Movies","2018","11","287"
"Independent Movies","2018","12","299"
"Independent Movies","2019","1","265"
"Independent Movies","2019","2","275"
"Independent Movies","2019","3","289"
"Independent Movies","2019","4","307"
"Independent Movies","2019","5","277"
"Independent Movies","2019","6","304"
"Independent Movies","2019","7","303"
"Independent Movies","2019","8","296"
"Independent Movies","2019","9","297"
"Independent Movies","2019","10","305"
"Independent Movies","2019","11","282"
"Independent Movies","2019","12","335"
"Independent Movies","2020","1","280"
"Independent Movies","2020","2","290"
"Independent Movies","2020","3","300"
"Independent Movies","2020","4","309"
"Independent Movies","2020","5","319"
"Independent Movies","2020","6","314"
"Independent Movies","2020","7","341"
"Independent Movies","2020","8","363"
"Independent Movies","2020","9","349"
"Independent Movies","2020","10","345"
"Independent Movies","2020","11","326"
"Independent Movies","2020","12","370"
"Independent Movies","2021","1","335"
"Independent Movies","2021","2","293"
"Independent Movies","2021","3","322"
"Independent Movies","2021","4","340"
"Independent Movies","2021","5","371"
"Independent Movies","2021","6","345"
"Independent Movies","2021","7","383"
"Independent Movies","2021","8","341"
"Independent Movies","2021","9","339"
"Independent Movies","2021","10","379"
"Independent Movies","2021","11","365"
"Independent Movies","2021","12","412"
"Independent Movies","2022","1","372"
"Independent Movies","2022","2","354"
"Independent Movies","2022","3","361"
"Independent Movies","2022","4","361"
"Independent Movies","2022","5","393"
"Independent Movies","2022","6","401"
"Independent Movies","2022","7","403"
"Independent Movies","2022","8","392"
"Independent Movies","2022","9","360"
"Independent Movies","2022","10","428"
"Independent Movies","2022","11","400"
"Independent Movies","2022","12","420"
"Independent Movies","2023","1","399"
"Independent Movies","2023","2","442"
"Independent Movies","2023","3","414"
"Independent Movies","2023","4","407"
"Independent Movies","2023","5","450"
"Independent Movies","2023","6","401"
"Independent Movies","2023","7","443"
"Independent Movies","2023","8","451"
"Independent Movies","2023","9","463"
"Independent Movies","2023","10","448"
"Independent Movies","2023","11","501"
"Independent Movies","2023","12","549"
"Independent Movies","2024","1","495"
"Independent Movies","2024","2","475"
"Independent Movies","2024","3","558"
"Independent Movies","2024","4","514"
"Independent Movies","2024","5","550"
"Independent Movies","2024","6","551"
"Independent Movies","2024","7","589"
"Independent Movies","2024","8","600"
"Independent Movies","2024","9","586"
"Independent Movies","2024","10","663"
"Independent Movies","2024","11","638"
"Independent Movies","2024","12","733"
"Independent Movies","2025","1","794"
"Independent Movies","2025","2","861"
"International Movies","1970","2","1"
"International Movies","1970","3","2"
"International Movies","1970","4","0"
"International Movies","1970","5","5"
"International Movies","1970","6","3"
"International Movies","1970","7","4"
"International Movies","1970","8","7"
"International Movies","1970","9","3"
"International Movies","1970","10","7"
"International Movies","1970","11","8"
"International Movies","1970","12","6"
"International Movies","1971","1","19"
"International Movies","1971","2","13"
"International Movies","1971","3","18"
"International Movies","1971","4","11"
"International Movies","1971","5","11"
"International Movies","1971","6","13"
"International Movies","1971","7","17"
"International Movies","1971","8","17"
"International Movies","1971","9","17"
"International Movies","1971","10","16"
"International Movies","1971","11","24"
"International Movies","1971","12","17"
"International Movies","1972","1","25"
"International Movies","1972","2","14"
"International Movies","1972","3","17"
"International Movies","1972","4","21"
"International Movies","1972","5","33"
"International Movies","1972","6","22"
"International Movies","1972","7","24"
"International Movies","1972","8","25"
"International Movies","1972","9","31"
"International Movies","1972","10","26"
"International Movies","1972","11","29"
"International Movies","1972","12","23"
"International Movies","1973","1","26"
"International Movies","1973","2","27"
"International Movies","1973","3","31"
"International Movies","1973","4","22"
"International Movies","1973","5","38"
"International Movies","1973","6","37"
"International Movies","1973","7","36"
"International Movies","1973","8","33"
"International Movies","1973","9","38"
"International Movies","1973","10","41"
"International Movies","1973","11","26"
"International Movies","1973","12","43"
"International Movies","1974","1","52"
"International Movies","1974","2","41"
"International Movies","1974","3","36"
"International Movies","1974","4","32"
"International Movies","1974","5","39"
"International Movies","1974","6","42"
"International Movies","1974","7","27"
"International Movies","1974","8","30"
"International Movies","1974","9","35"
"International Movies","1974","10","49"
"International Movies","1974","11","45"
"International Movies","1974","12","45"
"International Movies","1975","1","47"
"International Movies","1975","2","46"
"International Movies","1975","3","48"
"International Movies","1975","4","46"
"International Movies","1975","5","50"
"International Movies","1975","6","50"
"International Movies","1975","7","55"
"International Movies","1975","8","50"
"International Movies","1975","9","52"
"International Movies","1975","10","70"
"International Movies","1975","11","58"
"International Movies","1975","12","48"
"International Movies","1976","1","53"
"International Movies","1976","2","52"
"International Movies","1976","3","63"
"International Movies","1976","4","60"
"International Movies","1976","5","66"
"International Movies","1976","6","61"
"International Movies","1976","7","68"
"International Movies","1976","8","74"
"International Movies","1976","9","49"
"International Movies","1976","10","68"
"International Movies","1976","11","66"
"International Movies","1976","12","53"
"International Movies","1977","1","70"
"International Movies","1977","2","59"
"International Movies","1977","3","74"
"International Movies","1977","4","56"
"International Movies","1977","5","80"
"International Movies","1977","6","67"
"International Movies","1977","7","67"
"International Movies","1977","8","77"
"International Movies","1977","9","65"
"International Movies","1977","10","87"
"International Movies","1977","11","80"
"International Movies","1977","12","78"
"International Movies","1978","1","76"
"International Movies","1978","2","77"
"International Movies","1978","3","80"
"International Movies","1978","4","76"
"International Movies","1978","5","75"
"International Movies","1978","6","73"
"International Movies","1978","7","76"
"International Movies","1978","8","96"
"International Movies","1978","9","82"
"International Movies","1978","10","65"
"International Movies","1978","11","85"
"International Movies","1978","12","82"
"International Movies","1979","1","90"
"International Movies","1979","2","85"
"International Movies","1979","3","85"
"International Movies","1979","4","81"
"International Movies","1979","5","81"
"International Movies","1979","6","89"
"International Movies","1979","7","81"
"International Movies","1979","8","109"
"International Movies","1979","9","102"
"International Movies","1979","10","92"
"International Movies","1979","11","103"
"International Movies","1979","12","85"
"International Movies","1980","1","94"
"International Movies","1980","2","90"
"International Movies","1980","3","102"
"International Movies","1980","4","88"
"International Movies","1980","5","103"
"International Movies","1980","6","116"
"International Movies","1980","7","121"
"International Movies","1980","8","113"
"International Movies","1980","9","96"
"International Movies","1980","10","110"
"International Movies","1980","11","97"
"International Movies","1980","12","103"
"International Movies","1981","1","107"
"International Movies","1981","2","97"
"International Movies","1981","3","99"
"International Movies","1981","4","107"
"International Movies","1981","5","127"
"International Movies","1981","6","110"
"International Movies","1981","7","100"
"International Movies","1981","8","134"
"International Movies","1981","9","118"
"International Movies","1981","10","125"
"International Movies","1981","11","123"
"International Movies","1981","12","119"
"International Movies","1982","1","114"
"International Movies","1982","2","89"
"International Movies","1982","3","146"
"International Movies","1982","4","108"
"International Movies","1982","5","128"
"International Movies","1982","6","110"
"International Movies","1982","7","123"
"International Movies","1982","8","137"
"International Movies","1982","9","133"
"International Movies","1982","10","122"
"International Movies","1982","11","127"
"International Movies","1982","12","138"
"International Movies","1983","1","126"
"International Movies","1983","2","108"
"International Movies","1983","3","143"
"International Movies","1983","4","116"
"International Movies","1983","5","155"
"International Movies","1983","6","125"
"International Movies","1983","7","125"
"International Movies","1983","8","121"
"International Movies","1983","9","143"
"International Movies","1983","10","147"
"International Movies","1983","11","120"
"International Movies","1983","12","135"
"International Movies","1984","1","142"
"International Movies","1984","2","123"
"International Movies","1984","3","157"
"International Movies","1984","4","141"
"International Movies","1984","5","155"
"International Movies","1984","6","150"
"International Movies","1984","7","165"
"International Movies","1984","8","152"
"International Movies","1984","9","129"
"International Movies","1984","10","171"
"International Movies","1984","11","129"
"International Movies","1984","12","139"
"International Movies","1985","1","147"
"International Movies","1985","2","140"
"International Movies","1985","3","174"
"International Movies","1985","4","146"
"International Movies","1985","5","178"
"International Movies","1985","6","173"
"International Movies","1985","7","187"
"International Movies","1985","8","157"
"International Movies","1985","9","144"
"International Movies","1985","10","161"
"International Movies","1985","11","176"
"International Movies","1985","12","157"
"International Movies","1986","1","172"
"International Movies","1986","2","165"
"International Movies","1986","3","160"
"International Movies","1986","4","162"
"International Movies","1986","5","189"
"International Movies","1986","6","153"
"International Movies","1986","7","155"
"International Movies","1986","8","183"
"International Movies","1986","9","174"
"International Movies","1986","10","180"
"International Movies","1986","11","183"
"International Movies","1986","12","165"
"International Movies","1987","1","194"
"International Movies","1987","2","167"
"International Movies","1987","3","167"
"International Movies","1987","4","171"
"International Movies","1987","5","187"
"International Movies","1987","6","169"
"International Movies","1987","7","176"
"International Movies","1987","8","162"
"International Movies","1987","9","170"
"International Movies","1987","10","210"
"International Movies","1987","11","156"
"International Movies","1987","12","190"
"International Movies","1988","1","189"
"International Movies","1988","2","183"
"International Movies","1988","3","195"
"International Movies","1988","4","205"
"International Movies","1988","5","200"
"International Movies","1988","6","175"
"International Movies","1988","7","206"
"International Movies","1988","8","191"
"International Movies","1988","9","200"
"International Movies","1988","10","216"
"International Movies","1988","11","191"
"International Movies","1988","12","224"
"International Movies","1989","1","217"
"International Movies","1989","2","159"
"International Movies","1989","3","189"
"International Movies","1989","4","210"
"International Movies","1989","5","213"
"International Movies","1989","6","201"
"International Movies","1989","7","191"
"International Movies","1989","8","204"
"International Movies","1989","9","193"
"International Movies","1989","10","216"
"International Movies","1989","11","201"
"International Movies","1989","12","199"
"International Movies","1990","1","205"
"International Movies","1990","2","209"
"International Movies","1990","3","199"
"International Movies","1990","4","221"
"International Movies","1990","5","228"
"International Movies","1990","6","219"
"International Movies","1990","7","227"
"International Movies","1990","8","209"
"International Movies","1990","9","228"
"International Movies","1990","10","233"
"International Movies","1990","11","214"
"International Movies","1990","12","212"
"International Movies","1991","1","201"
"International Movies","1991","2","197"
"International Movies","1991","3","220"
"International Movies","1991","4","225"
"International Movies","1991","5","255"
"International Movies","1991","6","246"
"International Movies","1991","7","246"
"International Movies","1991","8","252"
"International Movies","1991","9","249"
"International Movies","1991","10","245"
"International Movies","1991","11","210"
"International Movies","1991","12","250"
"International Movies","1992","1","242"
"International Movies","1992","2","252"
"International Movies","1992","3","246"
"International Movies","1992","4","243"
"International Movies","1992","5","269"
"International Movies","1992","6","254"
"International Movies","1992","7","268"
"International Movies","1992","8","265"
"International Movies","1992","9","228"
"International Movies","1992","10","259"
"International Movies","1992","11","274"
"International Movies","1992","12","276"
"International Movies","1993","1","248"
"International Movies","1993","2","231"
"International Movies","1993","3","300"
"International Movies","1993","4","262"
"International Movies","1993","5","307"
"International Movies","1993","6","248"
"International Movies","1993","7","266"
"International Movies","1993","8","257"
"International Movies","1993","9","283"
"International Movies","1993","10","272"
"International Movies","1993","11","265"
"International Movies","1993","12","257"
"International Movies","1994","1","298"
"International Movies","1994","2","259"
"International Movies","1994","3","282"
"International Movies","1994","4","266"
"International Movies","1994","5","282"
"International Movies","1994","6","264"
"International Movies","1994","7","286"
"International Movies","1994","8","302"
"International Movies","1994","9","286"
"International Movies","1994","10","291"
"International Movies","1994","11","306"
"International Movies","1994","12","280"
"International Movies","1995","1","284"
"International Movies","1995","2","244"
"International Movies","1995","3","285"
"International Movies","1995","4","324"
"International Movies","1995","5","271"
"International Movies","1995","6","307"
"International Movies","1995","7","313"
"International Movies","1995","8","301"
"International Movies","1995","9","290"
"International Movies","1995","10","329"
"International Movies","1995","11","308"
"International Movies","1995","12","328"
"International Movies","1996","1","320"
"International Movies","1996","2","264"
"International Movies","1996","3","298"
"International Movies","1996","4","321"
"International Movies","1996","5","345"
"International Movies","1996","6","285"
"International Movies","1996","7","332"
"International Movies","1996","8","297"
"International Movies","1996","9","317"
"International Movies","1996","10","283"
"International Movies","1996","11","300"
"International Movies","1996","12","302"
"International Movies","1997","1","363"
"International Movies","1997","2","317"
"International Movies","1997","3","334"
"International Movies","1997","4","305"
"International Movies","1997","5","321"
"International Movies","1997","6","289"
"International Movies","1997","7","348"
"International Movies","1997","8","357"
"International Movies","1997","9","340"
"International Movies","1997","10","339"
"International Movies","1997","11","319"
"International Movies","1997","12","376"
"International Movies","1998","1","347"
"International Movies","1998","2","338"
"International Movies","1998","3","334"
"International Movies","1998","4","353"
"International Movies","1998","5","358"
"International Movies","1998","6","337"
"International Movies","1998","7","382"
"International Movies","1998","8","357"
"International Movies","1998","9","347"
"International Movies","1998","10","391"
"International Movies","1998","11","375"
"International Movies","1998","12","342"
"International Movies","1999","1","360"
"International Movies","1999","2","340"
"International Movies","1999","3","386"
"International Movies","1999","4","362"
"International Movies","1999","5","318"
"International Movies","1999","6","396"
"International Movies","1999","7","393"
"International Movies","1999","8","385"
"International Movies","1999","9","364"
"International Movies","1999","10","399"
"International Movies","1999","11","327"
"International Movies","1999","12","315"
"International Movies","2000","1","349"
"International Movies","2000","2","399"
"International Movies","2000","3","363"
"International Movies","2000","4","391"
"International Movies","2000","5","392"
"International Movies","2000","6","386"
"International Movies","2000","7","384"
"International Movies","2000","8","398"
"International Movies","2000","9","360"
"International Movies","2000","10","382"
"International Movies","2000","11","382"
"International Movies","2000","12","398"
"International Movies","2001","1","379"
"International Movies","2001","2","356"
"International Movies","2001","3","399"
"International Movies","2001","4","367"
"International Movies","2001","5","381"
"International Movies","2001","6","399"
"International Movies","2001","7","454"
"International Movies","2001","8","438"
"International Movies","2001","9","380"
"International Movies","2001","10","403"
"International Movies","2001","11","424"
"International Movies","2001","12","393"
"International Movies","2002","1","421"
"International Movies","2002","2","393"
"International Movies","2002","3","493"
"International Movies","2002","4","369"
"International Movies","2002","5","470"
"International Movies","2002","6","414"
"International Movies","2002","7","415"
"International Movies","2002","8","438"
"International Movies","2002","9","422"
"International Movies","2002","10","439"
"International Movies","2002","11","422"
"International Movies","2002","12","444"
"International Movies","2003","1","467"
"International Movies","2003","2","410"
"International Movies","2003","3","472"
"International Movies","2003","4","460"
"International Movies","2003","5","480"
"International Movies","2003","6","429"
"International Movies","2003","7","507"
"International Movies","2003","8","480"
"International Movies","2003","9","441"
"International Movies","2003","10","457"
"International Movies","2003","11","409"
"International Movies","2003","12","456"
"International Movies","2004","1","466"
"International Movies","2004","2","449"
"International Movies","2004","3","511"
"International Movies","2004","4","483"
"International Movies","2004","5","469"
"International Movies","2004","6","450"
"International Movies","2004","7","476"
"International Movies","2004","8","486"
"International Movies","2004","9","451"
"International Movies","2004","10","455"
"International Movies","2004","11","486"
"International Movies","2004","12","475"
"International Movies","2005","1","472"
"International Movies","2005","2","436"
"International Movies","2005","3","500"
"International Movies","2005","4","478"
"International Movies","2005","5","504"
"International Movies","2005","6","468"
"International Movies","2005","7","511"
"International Movies","2005","8","519"
"International Movies","2005","9","470"
"International Movies","2005","10","515"
"International Movies","2005","11","483"
"International Movies","2005","12","496"
"International Movies","2006","1","500"
"International Movies","2006","2","468"
"International Movies","2006","3","501"
"International Movies","2006","4","529"
"International Movies","2006","5","562"
"International Movies","2006","6","485"
"International Movies","2006","7","534"
"International Movies","2006","8","519"
"International Movies","2006","9","538"
"International Movies","2006","10","533"
"International Movies","2006","11","529"
"International Movies","2006","12","529"
"International Movies","2007","1","507"
"International Movies","2007","2","480"
"International Movies","2007","3","575"
"International Movies","2007","4","543"
"International Movies","2007","5","524"
"International Movies","2007","6","520"
"International Movies","2007","7","553"
"International Movies","2007","8","616"
"International Movies","2007","9","535"
"International Movies","2007","10","590"
"International Movies","2007","11","506"
"International Movies","2007","12","532"
"International Movies","2008","1","615"
"International Movies","2008","2","530"
"International Movies","2008","3","537"
"International Movies","2008","4","556"
"International Movies","2008","5","596"
"International Movies","2008","6","512"
"International Movies","2008","7","552"
"International Movies","2008","8","590"
"International Movies","2008","9","568"
"International Movies","2008","10","553"
"International Movies","2008","11","548"
"International Movies","2008","12","596"
"International Movies","2009","1","584"
"International Movies","2009","2","519"
"International Movies","2009","3","603"
"International Movies","2009","4","546"
"International Movies","2009","5","629"
"International Movies","2009","6","609"
"International Movies","2009","7","612"
"International Movies","2009","8","579"
"International Movies","2009","9","547"
"International Movies","2009","10","585"
"International Movies","2009","11","562"
"International Movies","2009","12","623"
"International Movies","2010","1","666"
"International Movies","2010","2","520"
"International Movies","2010","3","599"
"International Movies","2010","4","589"
"International Movies","2010","5","668"
"International Movies","2010","6","657"
"International Movies","2010","7","679"
"International Movies","2010","8","636"
"International Movies","2010","9","633"
"International Movies","2010","10","637"
"International Movies","2010","11","609"
"International Movies","2010","12","649"
"International Movies","2011","1","659"
"International Movies","2011","2","638"
"International Movies","2011","3","701"
"International Movies","2011","4","616"
"International Movies","2011","5","640"
"International Movies","2011","6","666"
"International Movies","2011","7","679"
"International Movies","2011","8","672"
"International Movies","2011","9","689"
"International Movies","2011","10","662"
"International Movies","2011","11","641"
"International Movies","2011","12","693"
"International Movies","2012","1","756"
"International Movies","2012","2","617"
"International Movies","2012","3","714"
"International Movies","2012","4","654"
"International Movies","2012","5","687"
"International Movies","2012","6","671"
"International Movies","2012","7","705"
"International Movies","2012","8","665"
"International Movies","2012","9","670"
"International Movies","2012","10","736"
"International Movies","2012","11","698"
"International Movies","2012","12","739"
"International Movies","2013","1","754"
"International Movies","2013","2","611"
"International Movies","2013","3","746"
"International Movies","2013","4","671"
"International Movies","2013","5","696"
"International Movies","2013","6","742"
"International Movies","2013","7","752"
"International Movies","2013","8","737"
"International Movies","2013","9","705"
"International Movies","2013","10","774"
"International Movies","2013","11","736"
"International Movies","2013","12","780"
"International Movies","2014","1","744"
"International Movies","2014","2","691"
"International Movies","2014","3","762"
"International Movies","2014","4","730"
"International Movies","2014","5","772"
"International Movies","2014","6","771"
"International Movies","2014","7","800"
"International Movies","2014","8","750"
"International Movies","2014","9","717"
"International Movies","2014","10","842"
"International Movies","2014","11","761"
"International Movies","2014","12","820"
"International Movies","2015","1","788"
"International Movies","2015","2","725"
"International Movies","2015","3","805"
"International Movies","2015","4","765"
"International Movies","2015","5","792"
"International Movies","2015","6","763"
"International Movies","2015","7","827"
"International Movies","2015","8","854"
"International Movies","2015","9","824"
"International Movies","2015","10","884"
"International Movies","2015","11","830"
"International Movies","2015","12","834"
"International Movies","2016","1","764"
"International Movies","2016","2","806"
"International Movies","2016","3","829"
"International Movies","2016","4","838"
"International Movies","2016","5","862"
"International Movies","2016","6","836"
"International Movies","2016","7","883"
"International Movies","2016","8","929"
"International Movies","2016","9","841"
"International Movies","2016","10","931"
"International Movies","2016","11","905"
"International Movies","2016","12","891"
"International Movies","2017","1","943"
"International Movies","2017","2","878"
"International Movies","2017","3","893"
"International Movies","2017","4","902"
"International Movies","2017","5","934"
"International Movies","2017","6","853"
"International Movies","2017","7","952"
"International Movies","2017","8","979"
"International Movies","2017","9","896"
"International Movies","2017","10","950"
"International Movies","2017","11","929"
"International Movies","2017","12","941"
"International Movies","2018","1","981"
"International Movies","2018","2","883"
"International Movies","2018","3","982"
"International Movies","2018","4","917"
"International Movies","2018","5","1062"
"International Movies","2018","6","1015"
"International Movies","2018","7","1040"
"International Movies","2018","8","981"
"International Movies","2018","9","998"
"International Movies","2018","10","1055"
"International Movies","2018","11","1019"
"International Movies","2018","12","1051"
"International Movies","2019","1","1018"
"International Movies","2019","2","918"
"International Movies","2019","3","1045"
"International Movies","2019","4","1063"
"International Movies","2019","5","1109"
"International Movies","2019","6","1119"
"International Movies","2019","7","1060"
"International Movies","2019","8","1094"
"International Movies","2019","9","1074"
"International Movies","2019","10","1120"
"International Movies","2019","11","1071"
"International Movies","2019","12","1167"
"International Movies","2020","1","1078"
"International Movies","2020","2","1068"
"International Movies","2020","3","1157"
"International Movies","2020","4","1127"
"International Movies","2020","5","1187"
"International Movies","2020","6","1167"
"International Movies","2020","7","1205"
"International Movies","2020","8","1172"
"International Movies","2020","9","1169"
"International Movies","2020","10","1202"
"International Movies","2020","11","1214"
"International Movies","2020","12","1260"
"International Movies","2021","1","1194"
"International Movies","2021","2","1221"
"International Movies","2021","3","1225"
"International Movies","2021","4","1249"
"International Movies","2021","5","1303"
"International Movies","2021","6","1229"
"International Movies","2021","7","1331"
"International Movies","2021","8","1258"
"International Movies","2021","9","1252"
"International Movies","2021","10","1368"
"International Movies","2021","11","1393"
"International Movies","2021","12","1366"
"International Movies","2022","1","1384"
"International Movies","2022","2","1302"
"International Movies","2022","3","1387"
"International Movies","2022","4","1363"
"International Movies","2022","5","1477"
"International Movies","2022","6","1446"
"International Movies","2022","7","1435"
"International Movies","2022","8","1535"
"International Movies","2022","9","1469"
"International Movies","2022","10","1564"
"International Movies","2022","11","1496"
"International Movies","2022","12","1509"
"International Movies","2023","1","1540"
"International Movies","2023","2","1384"
"International Movies","2023","3","1589"
"International Movies","2023","4","1612"
"International Movies","2023","5","1647"
"International Movies","2023","6","1629"
"International Movies","2023","7","1689"
"International Movies","2023","8","1639"
"International Movies","2023","9","1673"
"International Movies","2023","10","1721"
"International Movies","2023","11","1784"
"International Movies","2023","12","1879"
"International Movies","2024","1","1886"
"International Movies","2024","2","1761"
"International Movies","2024","3","1982"
"International Movies","2024","4","1872"
"International Movies","2024","5","1983"
"International Movies","2024","6","2058"
"International Movies","2024","7","2154"
"International Movies","2024","8","2203"
"International Movies","2024","9","2135"
"International Movies","2024","10","2389"
"International Movies","2024","11","2435"
"International Movies","2024","12","2787"
"International Movies","2025","1","2930"
"International Movies","2025","2","2956"
"International TV Shows","1970","2","0"
"International TV Shows","1970","3","1"
"International TV Shows","1970","4","2"
"International TV Shows","1970","5","1"
"International TV Shows","1970","6","2"
"International TV Shows","1970","7","6"
"International TV Shows","1970","8","2"
"International TV Shows","1970","9","3"
"International TV Shows","1970","10","3"
"International TV Shows","1970","11","3"
"International TV Shows","1970","12","4"
"International TV Shows","1971","1","4"
"International TV Shows","1971","2","5"
"International TV Shows","1971","3","3"
"International TV Shows","1971","4","6"
"International TV Shows","1971","5","5"
"International TV Shows","1971","6","5"
"International TV Shows","1971","7","5"
"International TV Shows","1971","8","5"
"International TV Shows","1971","9","11"
"International TV Shows","1971","10","13"
"International TV Shows","1971","11","5"
"International TV Shows","1971","12","11"
"International TV Shows","1972","1","10"
"International TV Shows","1972","2","9"
"International TV Shows","1972","3","14"
"International TV Shows","1972","4","14"
"International TV Shows","1972","5","4"
"International TV Shows","1972","6","11"
"International TV Shows","1972","7","13"
"International TV Shows","1972","8","11"
"International TV Shows","1972","9","10"
"International TV Shows","1972","10","13"
"International TV Shows","1972","11","18"
"International TV Shows","1972","12","9"
"International TV Shows","1973","1","17"
"International TV Shows","1973","2","13"
"International TV Shows","1973","3","17"
"International TV Shows","1973","4","17"
"International TV Shows","1973","5","22"
"International TV Shows","1973","6","16"
"International TV Shows","1973","7","20"
"International TV Shows","1973","8","16"
"International TV Shows","1973","9","16"
"International TV Shows","1973","10","23"
"International TV Shows","1973","11","17"
"International TV Shows","1973","12","19"
"International TV Shows","1974","1","21"
"International TV Shows","1974","2","19"
"International TV Shows","1974","3","20"
"International TV Shows","1974","4","17"
"International TV Shows","1974","5","24"
"International TV Shows","1974","6","19"
"International TV Shows","1974","7","22"
"International TV Shows","1974","8","23"
"International TV Shows","1974","9","21"
"International TV Shows","1974","10","16"
"International TV Shows","1974","11","22"
"International TV Shows","1974","12","24"
"International TV Shows","1975","1","16"
"International TV Shows","1975","2","30"
"International TV Shows","1975","3","33"
"International TV Shows","1975","4","21"
"International TV Shows","1975","5","23"
"International TV Shows","1975","6","33"
"International TV Shows","1975","7","17"
"International TV Shows","1975","8","21"
"International TV Shows","1975","9","31"
"International TV Shows","1975","10","33"
"International TV Shows","1975","11","23"
"International TV Shows","1975","12","24"
"International TV Shows","1976","1","31"
"International TV Shows","1976","2","16"
"International TV Shows","1976","3","24"
"International TV Shows","1976","4","39"
"International TV Shows","1976","5","29"
"International TV Shows","1976","6","35"
"International TV Shows","1976","7","28"
"International TV Shows","1976","8","30"
"International TV Shows","1976","9","24"
"International TV Shows","1976","10","38"
"International TV Shows","1976","11","27"
"International TV Shows","1976","12","35"
"International TV Shows","1977","1","26"
"International TV Shows","1977","2","40"
"International TV Shows","1977","3","27"
"International TV Shows","1977","4","29"
"International TV Shows","1977","5","43"
"International TV Shows","1977","6","29"
"International TV Shows","1977","7","37"
"International TV Shows","1977","8","35"
"International TV Shows","1977","9","28"
"International TV Shows","1977","10","34"
"International TV Shows","1977","11","23"
"International TV Shows","1977","12","39"
"International TV Shows","1978","1","47"
"International TV Shows","1978","2","38"
"International TV Shows","1978","3","54"
"International TV Shows","1978","4","42"
"International TV Shows","1978","5","47"
"International TV Shows","1978","6","28"
"International TV Shows","1978","7","44"
"International TV Shows","1978","8","52"
"International TV Shows","1978","9","46"
"International TV Shows","1978","10","47"
"International TV Shows","1978","11","43"
"International TV Shows","1978","12","45"
"International TV Shows","1979","1","49"
"International TV Shows","1979","2","50"
"International TV Shows","1979","3","53"
"International TV Shows","1979","4","57"
"International TV Shows","1979","5","39"
"International TV Shows","1979","6","48"
"International TV Shows","1979","7","53"
"International TV Shows","1979","8","45"
"International TV Shows","1979","9","60"
"International TV Shows","1979","10","61"
"International TV Shows","1979","11","38"
"International TV Shows","1979","12","36"
"International TV Shows","1980","1","48"
"International TV Shows","1980","2","54"
"International TV Shows","1980","3","41"
"International TV Shows","1980","4","48"
"International TV Shows","1980","5","52"
"International TV Shows","1980","6","57"
"International TV Shows","1980","7","50"
"International TV Shows","1980","8","57"
"International TV Shows","1980","9","63"
"International TV Shows","1980","10","51"
"International TV Shows","1980","11","50"
"International TV Shows","1980","12","49"
"International TV Shows","1981","1","56"
"International TV Shows","1981","2","42"
"International TV Shows","1981","3","52"
"International TV Shows","1981","4","44"
"International TV Shows","1981","5","56"
"International TV Shows","1981","6","61"
"International TV Shows","1981","7","61"
"International TV Shows","1981","8","57"
"International TV Shows","1981","9","51"
"International TV Shows","1981","10","61"
"International TV Shows","1981","11","56"
"International TV Shows","1981","12","55"
"International TV Shows","1982","1","57"
